id;resi;nama_penerima;alamat_tujuan;kota_asal;kota_tujuan;berat;biaya;status;id_layanan;id_klasifikasi;id_kurir;created_at
164;SWF-20250529-0164;Dian Sasmita;Jl. Pahlawan No. 76;Bogor;Tangerang;16.093333;185933.333333;terkirim;1;2;5;2025-05-29 07:51:56
165;SWF-20250530-0165;Hadi Sunyoto;Jl. Pahlawan No. 140;Semarang;Jakarta Pusat;37.748333;401986.666667;terkirim;4;3;5;2025-05-30 01:31:18
166;SWF-20250603-0166;Dewi Lestari;Jl. Merdeka No. 82;Bandung;Jakarta Barat;1.657500;13260.000000;terkirim;4;1;6;2025-06-03 00:24:36
167;SWF-20250603-0167;Joko Susilo;Jl. Pahlawan No. 69;Karawang;Semarang;6.352333;222331.666667;terkirim;3;1;4;2025-06-03 11:06:35
168;SWF-20250603-0168;Yanto Sukarno;Jl. Merdeka No. 91;Bandung;Surabaya;11.582667;430393.333333;terkirim;3;2;4;2025-06-03 23:40:58
169;SWF-20250604-0169;Joko Susilo;Jl. Pahlawan No. 6;Karawang;Bogor;3.033333;60666.666667;terkirim;2;1;5;2025-06-04 00:02:06
170;SWF-20250604-0170;Budi Santoso;Jl. Diponegoro No. 37;Semarang;Jakarta Selatan;13.654667;502913.333333;terkirim;3;2;6;2025-06-04 02:07:16
171;SWF-20250604-0171;Lestari Wulandari;Jl. Raya Bogor No. 83;Jakarta Timur;Jakarta Barat;39.000000;880000.000000;terkirim;2;3;6;2025-06-04 09:32:43
172;SWF-20250604-0172;Maya Kartika;Jl. Thamrin No. 97;Depok;Semarang;6.517333;65173.333333;terkirim;1;1;6;2025-06-04 10:41:17
173;SWF-20250604-0173;Dewi Lestari;Jl. Melati No. 57;Surabaya;Bandung;7.835333;274236.666667;terkirim;3;1;6;2025-06-04 14:31:25
174;SWF-20250604-0174;Dewi Lestari;Jl. Gatot Subroto No. 86;Bogor;Jakarta Pusat;10.578000;130780.000000;terkirim;1;2;5;2025-06-04 14:32:55
175;SWF-20250606-0175;Sri Wahyuni;Jl. Flamboyan No. 108;Jakarta Timur;Bogor;38.106000;404848.000000;terkirim;4;3;4;2025-06-06 02:32:14
176;SWF-20250607-0176;Rahmat Hidayat;Jl. Sudirman No. 76;Jakarta Pusat;Tangerang;3.131833;109614.166667;terkirim;3;1;4;2025-06-07 08:00:29
177;SWF-20250608-0177;Rahmat Hidayat;Jl. Melati No. 124;Yogyakarta;Jakarta Pusat;21.829167;461583.333333;terkirim;2;2;4;2025-06-08 14:46:42
178;SWF-20250608-0178;Wati Kurnia;Jl. Mangga Dua No. 73;Depok;Jakarta Barat;3.520000;28160.000000;terkirim;4;1;4;2025-06-08 16:32:36
179;SWF-20250609-0179;Rahmat Hidayat;Jl. Raya Bogor No. 123;Jakarta Barat;Jakarta Selatan;2.418000;84630.000000;terkirim;3;1;4;2025-06-09 21:45:23
180;SWF-20250611-0180;Toni Hermanto;Jl. Kamboja No. 68;Jakarta Selatan;Yogyakarta;25.635500;922242.500000;terkirim;3;2;5;2025-06-11 17:49:30
181;SWF-20250613-0181;Andi Pratama;Jl. Flamboyan No. 120;Depok;Jakarta Barat;3.615333;36153.333333;terkirim;1;1;4;2025-06-13 17:51:16
182;SWF-20250615-0182;Maya Kartika;Jl. Pahlawan No. 142;Jakarta Pusat;Bogor;62.244000;597952.000000;terkirim;4;3;6;2025-06-15 14:37:10
183;SWF-20250616-0183;Sri Wahyuni;Jl. Sudirman No. 129;Bandung;Karawang;7.816667;156333.333333;terkirim;2;1;4;2025-06-16 01:52:23
184;SWF-20250617-0184;Wati Kurnia;Jl. Gatot Subroto No. 112;Jakarta Barat;Yogyakarta;10.033333;125333.333333;terkirim;1;2;4;2025-06-17 06:34:51
185;SWF-20250617-0185;Andi Pratama;Jl. Flamboyan No. 4;Semarang;Yogyakarta;19.152000;178216.000000;terkirim;4;2;4;2025-06-17 11:32:31
186;SWF-20250618-0186;Agus Setiawan;Jl. Raya Bogor No. 138;Bekasi;Bogor;30.444000;343552.000000;terkirim;4;3;4;2025-06-18 00:15:22
187;SWF-20250620-0187;Dian Sasmita;Jl. Kenanga No. 10;Tangerang;Bekasi;7.466667;261333.333333;terkirim;3;1;5;2025-06-20 11:08:09
188;SWF-20250622-0188;Andi Pratama;Jl. Kamboja No. 26;Jakarta Barat;Jakarta Timur;26.928000;967480.000000;terkirim;3;2;6;2025-06-22 12:35:53
189;SWF-20250623-0189;Roni Wijaya;Jl. Cempaka No. 125;Semarang;Karawang;12.112500;267250.000000;terkirim;2;2;4;2025-06-23 11:28:24
190;SWF-20250627-0190;Maya Kartika;Jl. Merdeka No. 45;Jakarta Barat;Depok;1.626333;13010.666667;terkirim;4;1;4;2025-06-27 06:12:58
191;SWF-20250627-0191;Eko Prasetyo;Jl. Kenanga No. 32;Surabaya;Jakarta Pusat;27.360000;243880.000000;terkirim;4;2;4;2025-06-27 09:16:34
192;SWF-20250628-0192;Andi Pratama;Jl. Gatot Subroto No. 73;Jakarta Pusat;Bogor;2.960000;59200.000000;terkirim;2;1;6;2025-06-28 07:32:20
193;SWF-20250702-0193;Wati Kurnia;Jl. Merdeka No. 3;Bogor;Jakarta Timur;2.229333;78026.666667;terkirim;3;1;6;2025-07-02 17:08:03
194;SWF-20250703-0194;Yanto Sukarno;Jl. Flamboyan No. 65;Jakarta Barat;Karawang;36.480000;464800.000000;terkirim;1;3;4;2025-07-03 12:58:09
195;SWF-20250704-0195;Dian Sasmita;Jl. Raya Bogor No. 77;Surabaya;Jakarta Selatan;11.289000;420115.000000;terkirim;3;2;6;2025-07-04 10:54:43
196;SWF-20250705-0196;Hendra Wijaya;Jl. Kebon Jeruk No. 39;Karawang;Jakarta Barat;8.641667;172833.333333;terkirim;2;1;6;2025-07-05 23:27:00
197;SWF-20250706-0197;Wati Kurnia;Jl. Kenanga No. 100;Yogyakarta;Jakarta Pusat;11.412667;116301.333333;terkirim;4;2;6;2025-07-06 16:03:57
198;SWF-20250708-0198;Gita Saraswati;Jl. Thamrin No. 76;Jakarta Selatan;Karawang;6.149000;215215.000000;terkirim;3;1;6;2025-07-08 21:57:51
199;SWF-20250710-0199;Hendra Wijaya;Jl. Cempaka No. 85;Bekasi;Depok;13.512500;133100.000000;terkirim;4;2;4;2025-07-10 19:34:35
200;SWF-20250713-0200;Hadi Sunyoto;Jl. Ahmad Yani No. 98;Karawang;Depok;4.794667;95893.333333;terkirim;2;1;4;2025-07-13 03:02:29
201;SWF-20250713-0201;Siti Rahma;Jl. Melati No. 47;Semarang;Jakarta Selatan;19.968000;723880.000000;terkirim;3;2;6;2025-07-13 13:53:52
202;SWF-20250715-0202;Roni Wijaya;Jl. Thamrin No. 148;Semarang;Jakarta Timur;6.552000;52416.000000;terkirim;4;1;6;2025-07-15 17:14:58
203;SWF-20250715-0203;Sri Wahyuni;Jl. Merdeka No. 10;Karawang;Jakarta Barat;5.329500;106590.000000;terkirim;2;1;4;2025-07-15 17:21:28
204;SWF-20250715-0204;Yanto Sukarno;Jl. Raya Bogor No. 34;Jakarta Selatan;Bogor;18.734333;212343.333333;terkirim;1;2;4;2025-07-15 23:51:35
205;SWF-20250716-0205;Hadi Sunyoto;Jl. Melati No. 112;Surabaya;Jakarta Timur;34.980000;799600.000000;terkirim;2;3;4;2025-07-16 12:50:21
206;SWF-20250716-0206;Siti Rahma;Jl. Kebon Jeruk No. 6;Bandung;Karawang;7.233333;72333.333333;terkirim;1;1;5;2025-07-16 20:14:00
207;SWF-20250716-0207;Sari Indah;Jl. Sudirman No. 28;Surabaya;Jakarta Pusat;4.032000;32256.000000;terkirim;4;1;5;2025-07-16 20:57:36
208;SWF-20250717-0208;Siti Rahma;Jl. Kebon Jeruk No. 3;Depok;Bogor;12.261333;270226.666667;terkirim;2;2;5;2025-07-17 21:37:47
209;SWF-20250718-0209;Agus Setiawan;Jl. Kamboja No. 51;Bandung;Jakarta Barat;19.063333;692216.666667;terkirim;3;2;6;2025-07-18 21:41:13
210;SWF-20250719-0210;Gita Saraswati;Jl. Kamboja No. 54;Yogyakarta;Bogor;3.466667;34666.666667;terkirim;1;1;6;2025-07-19 03:22:14
211;SWF-20250720-0211;Toni Hermanto;Jl. Diponegoro No. 24;Semarang;Karawang;2.926000;58520.000000;terkirim;2;1;5;2025-07-20 16:16:45
212;SWF-20250720-0212;Agus Setiawan;Jl. Thamrin No. 11;Depok;Tangerang;12.800000;153000.000000;terkirim;1;2;4;2025-07-20 20:50:58
213;SWF-20250721-0213;Yanto Sukarno;Jl. Flamboyan No. 69;Yogyakarta;Jakarta Selatan;16.615500;191155.000000;terkirim;1;2;5;2025-07-21 08:43:13
214;SWF-20250721-0214;Toni Hermanto;Jl. Cempaka No. 43;Jakarta Selatan;Jakarta Barat;1.955000;15640.000000;terkirim;4;1;6;2025-07-21 11:52:32
215;SWF-20250721-0215;Sri Wahyuni;Jl. Mawar No. 8;Surabaya;Semarang;22.152000;246520.000000;terkirim;1;2;5;2025-07-21 22:14:20
216;SWF-20250722-0216;Lestari Wulandari;Jl. Merdeka No. 135;Semarang;Yogyakarta;25.510667;280106.666667;terkirim;1;2;5;2025-07-22 20:31:49
217;SWF-20250723-0217;Sri Wahyuni;Jl. Diponegoro No. 143;Bandung;Jakarta Pusat;4.070000;32560.000000;terkirim;4;1;5;2025-07-23 06:52:46
218;SWF-20250724-0218;Joko Susilo;Jl. Melati No. 72;Jakarta Pusat;Bandung;29.386667;260093.333333;terkirim;4;2;4;2025-07-24 21:35:04
219;SWF-20250728-0219;Eko Prasetyo;Jl. Gatot Subroto No. 128;Bogor;Bekasi;3.650000;36500.000000;terkirim;1;1;5;2025-07-28 10:20:14
220;SWF-20250730-0220;Budi Santoso;Jl. Gatot Subroto No. 78;Karawang;Bandung;21.624000;781840.000000;terkirim;3;2;4;2025-07-30 10:54:39
221;SWF-20250730-0221;Dian Sasmita;Jl. Kamboja No. 94;Yogyakarta;Bogor;3.344000;33440.000000;terkirim;1;1;5;2025-07-30 17:36:16
222;SWF-20250731-0222;Yanto Sukarno;Jl. Ahmad Yani No. 12;Jakarta Timur;Karawang;6.417000;224595.000000;terkirim;3;1;6;2025-07-31 09:37:09
223;SWF-20250801-0223;Roni Wijaya;Jl. Flamboyan No. 49;Yogyakarta;Bekasi;3.622500;36225.000000;terkirim;1;1;5;2025-08-01 14:47:01
224;SWF-20250802-0224;Hadi Sunyoto;Jl. Sudirman No. 142;Tangerang;Surabaya;28.400000;593000.000000;terkirim;2;2;6;2025-08-02 00:58:08
225;SWF-20250802-0225;Dian Sasmita;Jl. Melati No. 130;Tangerang;Bogor;18.450000;670750.000000;terkirim;3;2;5;2025-08-02 05:23:44
226;SWF-20250802-0226;Dian Sasmita;Jl. Raya Bogor No. 141;Bekasi;Semarang;17.266667;370333.333333;terkirim;2;2;6;2025-08-02 08:58:23
227;SWF-20250803-0227;Siti Rahma;Jl. Thamrin No. 129;Karawang;Semarang;11.220000;114760.000000;terkirim;4;2;6;2025-08-03 17:35:03
228;SWF-20250804-0228;Wati Kurnia;Jl. Merdeka No. 134;Jakarta Selatan;Jakarta Pusat;4.330667;43306.666667;terkirim;1;1;4;2025-08-04 01:58:02
229;SWF-20250805-0229;Andi Pratama;Jl. Diponegoro No. 16;Yogyakarta;Depok;6.636000;232260.000000;terkirim;3;1;5;2025-08-05 23:59:15
230;SWF-20250806-0230;Joko Susilo;Jl. Raya Bogor No. 13;Tangerang;Bogor;42.000000;520000.000000;terkirim;1;3;4;2025-08-06 04:30:26
231;SWF-20250809-0231;Eko Prasetyo;Jl. Pahlawan No. 95;Semarang;Bandung;15.668333;573391.666667;terkirim;3;2;5;2025-08-09 08:38:23
232;SWF-20250809-0232;Hadi Sunyoto;Jl. Ahmad Yani No. 97;Jakarta Pusat;Bogor;8.385000;167700.000000;terkirim;2;1;6;2025-08-09 18:18:32
233;SWF-20250810-0233;Siti Rahma;Jl. Sudirman No. 40;Bekasi;Surabaya;9.216000;322560.000000;terkirim;3;1;4;2025-08-10 06:23:21
234;SWF-20250811-0234;Dewi Lestari;Jl. Gatot Subroto No. 130;Jakarta Timur;Bogor;62.647000;726470.000000;terkirim;1;3;5;2025-08-11 06:34:43
235;SWF-20250811-0235;Yanto Sukarno;Jl. Raya Bogor No. 56;Semarang;Bandung;9.881667;98816.666667;terkirim;1;1;6;2025-08-11 07:59:14
236;SWF-20250812-0236;Dian Sasmita;Jl. Pahlawan No. 11;Surabaya;Bekasi;13.688000;504080.000000;terkirim;3;2;6;2025-08-12 06:17:49
237;SWF-20250814-0237;Yanto Sukarno;Jl. Flamboyan No. 125;Jakarta Pusat;Bekasi;21.675000;241750.000000;terkirim;1;2;4;2025-08-14 18:13:58
238;SWF-20250815-0238;Roni Wijaya;Jl. Cempaka No. 27;Jakarta Barat;Bandung;5.969167;59691.666667;terkirim;1;1;5;2025-08-15 01:46:54
239;SWF-20250815-0239;Rahmat Hidayat;Jl. Sudirman No. 46;Semarang;Depok;5.310500;42484.000000;terkirim;4;1;5;2025-08-15 12:59:40
240;SWF-20250818-0240;Budi Santoso;Jl. Kenanga No. 31;Karawang;Jakarta Pusat;0.855000;29925.000000;terkirim;3;1;6;2025-08-18 00:25:37
241;SWF-20250819-0241;Rahmat Hidayat;Jl. Raya Bogor No. 113;Tangerang;Bogor;4.550000;91000.000000;terkirim;2;1;4;2025-08-19 08:27:42
242;SWF-20250820-0242;Siti Rahma;Jl. Raya Bogor No. 96;Jakarta Pusat;Bandung;1.750000;17500.000000;terkirim;1;1;6;2025-08-20 11:55:27
243;SWF-20250821-0243;Rahmat Hidayat;Jl. Raya Bogor No. 54;Yogyakarta;Semarang;20.646000;437920.000000;terkirim;2;2;4;2025-08-21 00:35:43
244;SWF-20250821-0244;Roni Wijaya;Jl. Ahmad Yani No. 47;Surabaya;Bandung;14.720000;172200.000000;terkirim;1;2;5;2025-08-21 13:06:46
245;SWF-20250822-0245;Roni Wijaya;Jl. Kamboja No. 85;Bekasi;Jakarta Timur;6.746667;67466.666667;terkirim;1;1;4;2025-08-22 05:11:50
246;SWF-20250822-0246;Dian Sasmita;Jl. Raya Bogor No. 150;Jakarta Timur;Surabaya;29.866667;622333.333333;terkirim;2;2;4;2025-08-22 09:22:42
247;SWF-20250822-0247;Wati Kurnia;Jl. Mangga Dua No. 93;Jakarta Timur;Yogyakarta;42.458000;439664.000000;terkirim;4;3;5;2025-08-22 14:23:51
248;SWF-20250822-0248;Dewi Lestari;Jl. Gatot Subroto No. 72;Jakarta Timur;Bandung;4.765833;47658.333333;terkirim;1;1;4;2025-08-22 22:49:30
249;SWF-20250823-0249;Sri Wahyuni;Jl. Kebon Jeruk No. 10;Karawang;Depok;72.811667;1556233.333333;terkirim;2;3;5;2025-08-23 03:22:47
250;SWF-20250825-0250;Hendra Wijaya;Jl. Diponegoro No. 119;Karawang;Bandung;11.760000;142600.000000;terkirim;1;2;6;2025-08-25 12:47:23
251;SWF-20250826-0251;Eko Prasetyo;Jl. Thamrin No. 46;Bandung;Surabaya;18.223333;207233.333333;terkirim;1;2;4;2025-08-26 04:55:53
252;SWF-20250826-0252;Yanto Sukarno;Jl. Pahlawan No. 11;Surabaya;Jakarta Barat;41.850667;434805.333333;terkirim;4;3;5;2025-08-26 04:59:14
253;SWF-20250827-0253;Hadi Sunyoto;Jl. Mangga Dua No. 68;Bandung;Karawang;17.941333;652946.666667;terkirim;3;2;6;2025-08-27 16:49:56
254;SWF-20250828-0254;Sri Wahyuni;Jl. Pahlawan No. 133;Tangerang;Bekasi;46.008000;560080.000000;terkirim;1;3;6;2025-08-28 05:38:33
255;SWF-20250831-0255;Rahmat Hidayat;Jl. Mangga Dua No. 55;Jakarta Timur;Jakarta Barat;7.000000;140000.000000;terkirim;2;1;5;2025-08-31 03:17:05
256;SWF-20250831-0256;Toni Hermanto;Jl. Kamboja No. 54;Bandung;Jakarta Timur;5.084000;50840.000000;terkirim;1;1;4;2025-08-31 10:43:18
257;SWF-20250902-0257;Hadi Sunyoto;Jl. Sudirman No. 147;Jakarta Timur;Jakarta Pusat;7.331500;58652.000000;terkirim;4;1;6;2025-09-02 04:14:42
258;SWF-20250902-0258;Roni Wijaya;Jl. Flamboyan No. 121;Bogor;Jakarta Timur;10.994667;244893.333333;terkirim;2;2;6;2025-09-02 18:42:19
259;SWF-20250903-0259;Lestari Wulandari;Jl. Flamboyan No. 18;Jakarta Barat;Bogor;5.880333;58803.333333;terkirim;1;1;4;2025-09-03 04:00:22
260;SWF-20250903-0260;Agus Setiawan;Jl. Thamrin No. 122;Bandung;Surabaya;13.468000;159680.000000;terkirim;1;2;4;2025-09-03 18:40:23
261;SWF-20250904-0261;Budi Santoso;Jl. Cempaka No. 134;Tangerang;Bekasi;12.320000;271400.000000;terkirim;2;2;5;2025-09-04 10:51:42
262;SWF-20250904-0262;Maya Kartika;Jl. Ahmad Yani No. 109;Jakarta Timur;Bekasi;9.230000;323050.000000;terkirim;3;1;6;2025-09-04 23:53:14
263;SWF-20250906-0263;Budi Santoso;Jl. Merdeka No. 148;Karawang;Jakarta Selatan;7.346667;146933.333333;terkirim;2;1;6;2025-09-06 19:46:57
264;SWF-20250907-0264;Siti Rahma;Jl. Cempaka No. 150;Depok;Bekasi;46.592000;1730720.000000;terkirim;3;3;6;2025-09-07 21:13:14
265;SWF-20250912-0265;Gita Saraswati;Jl. Kamboja No. 46;Bekasi;Bandung;24.353000;877355.000000;terkirim;3;2;6;2025-09-12 19:42:03
266;SWF-20250914-0266;Joko Susilo;Jl. Flamboyan No. 42;Jakarta Selatan;Depok;40.412500;504125.000000;terkirim;1;3;4;2025-09-14 19:00:34
267;SWF-20250915-0267;Toni Hermanto;Jl. Cempaka No. 23;Jakarta Selatan;Bekasi;7.220000;72200.000000;terkirim;1;1;6;2025-09-15 04:02:56
268;SWF-20250916-0268;Hadi Sunyoto;Jl. Raya Bogor No. 15;Semarang;Jakarta Timur;8.833000;176660.000000;terkirim;2;1;6;2025-09-16 16:57:32
269;SWF-20250919-0269;Dian Sasmita;Jl. Pahlawan No. 44;Surabaya;Jakarta Pusat;3.733333;74666.666667;terkirim;2;1;4;2025-09-19 09:50:23
270;SWF-20250919-0270;Sri Wahyuni;Jl. Kenanga No. 52;Karawang;Jakarta Pusat;5.040000;176400.000000;terkirim;3;1;6;2025-09-19 22:16:57
271;SWF-20250920-0271;Joko Susilo;Jl. Kebon Jeruk No. 117;Tangerang;Surabaya;2.293333;18346.666667;terkirim;4;1;6;2025-09-20 05:15:22
272;SWF-20250920-0272;Lestari Wulandari;Jl. Ahmad Yani No. 132;Depok;Bandung;26.796000;239368.000000;terkirim;4;2;4;2025-09-20 14:12:23
273;SWF-20250920-0273;Budi Santoso;Jl. Kamboja No. 30;Depok;Jakarta Selatan;14.326000;526410.000000;terkirim;3;2;5;2025-09-20 17:02:49
274;SWF-20250921-0274;Hendra Wijaya;Jl. Gatot Subroto No. 103;Surabaya;Semarang;13.426667;293533.333333;terkirim;2;2;5;2025-09-21 01:31:22
275;SWF-20250923-0275;Andi Pratama;Jl. Thamrin No. 49;Bogor;Semarang;9.333333;326666.666667;terkirim;3;1;4;2025-09-23 22:03:16
276;SWF-20250924-0276;Yanto Sukarno;Jl. Diponegoro No. 28;Jakarta Selatan;Jakarta Timur;9.611667;96116.666667;terkirim;1;1;5;2025-09-24 02:42:15
277;SWF-20250924-0277;Andi Pratama;Jl. Kamboja No. 47;Semarang;Karawang;17.100000;367000.000000;terkirim;2;2;4;2025-09-24 03:09:01
278;SWF-20250924-0278;Sari Indah;Jl. Mawar No. 101;Surabaya;Jakarta Timur;21.533333;197266.666667;terkirim;4;2;5;2025-09-24 08:27:00
279;SWF-20250924-0279;Roni Wijaya;Jl. Kenanga No. 149;Jakarta Selatan;Tangerang;13.244000;488540.000000;terkirim;3;2;4;2025-09-24 10:11:45
280;SWF-20250926-0280;Yanto Sukarno;Jl. Thamrin No. 128;Tangerang;Jakarta Barat;33.516000;368128.000000;terkirim;4;3;5;2025-09-26 19:29:15
281;SWF-20250926-0281;Maya Kartika;Jl. Pahlawan No. 26;Yogyakarta;Depok;25.133333;527666.666667;terkirim;2;2;4;2025-09-26 20:18:16
282;SWF-20250928-0282;Dewi Lestari;Jl. Cempaka No. 128;Jakarta Timur;Yogyakarta;49.400000;495200.000000;terkirim;4;3;5;2025-09-28 13:10:57
283;SWF-20250928-0283;Dewi Lestari;Jl. Sudirman No. 56;Depok;Karawang;12.774667;472113.333333;terkirim;3;2;5;2025-09-28 19:28:56
284;SWF-20251001-0284;Wati Kurnia;Jl. Ahmad Yani No. 90;Surabaya;Bandung;14.560000;534600.000000;terkirim;3;2;5;2025-10-01 00:15:56
285;SWF-20251002-0285;Sri Wahyuni;Jl. Raya Bogor No. 119;Surabaya;Jakarta Timur;17.251500;163012.000000;terkirim;4;2;4;2025-10-02 10:19:57
286;SWF-20251005-0286;Lestari Wulandari;Jl. Melati No. 75;Yogyakarta;Depok;29.040000;1041400.000000;terkirim;3;2;6;2025-10-05 14:52:29
287;SWF-20251006-0287;Dewi Lestari;Jl. Merdeka No. 33;Yogyakarta;Jakarta Barat;5.040000;100800.000000;terkirim;2;1;5;2025-10-06 07:35:39
288;SWF-20251007-0288;Gita Saraswati;Jl. Sudirman No. 7;Semarang;Tangerang;5.903333;206616.666667;terkirim;3;1;6;2025-10-07 12:42:33
289;SWF-20251009-0289;Joko Susilo;Jl. Pahlawan No. 73;Bogor;Yogyakarta;8.675333;173506.666667;terkirim;2;1;4;2025-10-09 11:00:15
290;SWF-20251011-0290;Eko Prasetyo;Jl. Mangga Dua No. 141;Bogor;Jakarta Timur;28.650667;254205.333333;terkirim;4;2;6;2025-10-11 05:45:32
291;SWF-20251012-0291;Gita Saraswati;Jl. Pahlawan No. 23;Bogor;Depok;24.882667;522653.333333;terkirim;2;2;5;2025-10-12 04:46:03
292;SWF-20251012-0292;Yanto Sukarno;Jl. Raya Bogor No. 121;Karawang;Jakarta Pusat;40.896000;508960.000000;terkirim;1;3;5;2025-10-12 17:49:05
293;SWF-20251014-0293;Yanto Sukarno;Jl. Kebon Jeruk No. 106;Karawang;Tangerang;12.300000;123400.000000;terkirim;4;2;5;2025-10-14 04:27:29
294;SWF-20251014-0294;Joko Susilo;Jl. Mangga Dua No. 73;Surabaya;Semarang;35.464000;809280.000000;terkirim;2;3;4;2025-10-14 09:15:57
295;SWF-20251015-0295;Eko Prasetyo;Jl. Flamboyan No. 70;Yogyakarta;Bandung;20.808000;233080.000000;terkirim;1;2;4;2025-10-15 09:24:01
296;SWF-20251017-0296;Hendra Wijaya;Jl. Mangga Dua No. 33;Yogyakarta;Bogor;1.501500;30030.000000;terkirim;2;1;4;2025-10-17 02:36:54
297;SWF-20251018-0297;Hendra Wijaya;Jl. Kamboja No. 96;Bogor;Semarang;2.426667;48533.333333;terkirim;2;1;4;2025-10-18 07:13:34
298;SWF-20251018-0298;Toni Hermanto;Jl. Thamrin No. 50;Depok;Bogor;1.879167;15033.333333;terkirim;4;1;5;2025-10-18 14:01:52
299;SWF-20251020-0299;Agus Setiawan;Jl. Kebon Jeruk No. 122;Tangerang;Yogyakarta;12.495000;149950.000000;terkirim;1;2;6;2025-10-20 19:34:46
300;SWF-20251022-0300;Hendra Wijaya;Jl. Kebon Jeruk No. 93;Jakarta Pusat;Yogyakarta;5.920000;47360.000000;terkirim;4;1;5;2025-10-22 02:58:35
301;SWF-20251022-0301;Agus Setiawan;Jl. Kenanga No. 63;Jakarta Pusat;Jakarta Selatan;19.285000;217850.000000;terkirim;1;2;4;2025-10-22 14:26:36
302;SWF-20251022-0302;Dian Sasmita;Jl. Melati No. 16;Jakarta Pusat;Tangerang;8.671000;173420.000000;terkirim;2;1;5;2025-10-22 17:40:24
303;SWF-20251023-0303;Yanto Sukarno;Jl. Flamboyan No. 50;Jakarta Pusat;Semarang;14.355000;527425.000000;terkirim;3;2;4;2025-10-23 10:36:38
304;SWF-20251023-0304;Gita Saraswati;Jl. Kamboja No. 49;Bandung;Jakarta Timur;36.261000;390088.000000;terkirim;4;3;5;2025-10-23 22:09:49
305;SWF-20251023-0305;Siti Rahma;Jl. Flamboyan No. 76;Depok;Bandung;6.346667;50773.333333;terkirim;4;1;6;2025-10-23 22:21:36
306;SWF-20251026-0306;Dian Sasmita;Jl. Pahlawan No. 83;Yogyakarta;Jakarta Selatan;26.078000;233624.000000;terkirim;4;2;6;2025-10-26 01:17:54
307;SWF-20251026-0307;Lestari Wulandari;Jl. Ahmad Yani No. 25;Karawang;Yogyakarta;1.170000;23400.000000;terkirim;2;1;4;2025-10-26 05:49:55
308;SWF-20251030-0308;Agus Setiawan;Jl. Sudirman No. 147;Surabaya;Tangerang;38.808000;488080.000000;terkirim;1;3;5;2025-10-30 17:35:04
309;SWF-20251031-0309;Toni Hermanto;Jl. Gatot Subroto No. 120;Semarang;Surabaya;9.996000;349860.000000;terkirim;3;1;6;2025-10-31 13:23:23
310;SWF-20251101-0310;Rahmat Hidayat;Jl. Raya Bogor No. 20;Jakarta Barat;Bandung;3.146000;25168.000000;terkirim;4;1;4;2025-11-01 07:36:20
311;SWF-20251101-0311;Dewi Lestari;Jl. Cempaka No. 28;Semarang;Surabaya;39.893333;498933.333333;terkirim;1;3;4;2025-11-01 15:03:07
312;SWF-20251102-0312;Dewi Lestari;Jl. Flamboyan No. 91;Bekasi;Bandung;30.039000;340312.000000;terkirim;4;3;6;2025-11-02 03:36:05
313;SWF-20251104-0313;Roni Wijaya;Jl. Kenanga No. 141;Yogyakarta;Depok;41.897333;435178.666667;terkirim;4;3;4;2025-11-04 15:22:57
314;SWF-20251105-0314;Budi Santoso;Jl. Diponegoro No. 78;Jakarta Pusat;Bekasi;11.716667;142166.666667;terkirim;1;2;6;2025-11-05 19:52:05
315;SWF-20251106-0315;Eko Prasetyo;Jl. Mawar No. 40;Jakarta Timur;Bekasi;14.924000;547340.000000;terkirim;3;2;5;2025-11-06 08:03:01
316;SWF-20251106-0316;Rahmat Hidayat;Jl. Melati No. 124;Jakarta Timur;Karawang;2.464000;19712.000000;terkirim;4;1;4;2025-11-06 12:36:49
317;SWF-20251106-0317;Wati Kurnia;Jl. Ahmad Yani No. 59;Yogyakarta;Surabaya;1.701333;59546.666667;terkirim;3;1;6;2025-11-06 18:34:27
318;SWF-20251108-0318;Siti Rahma;Jl. Melati No. 129;Yogyakarta;Jakarta Barat;4.640000;37120.000000;terkirim;4;1;6;2025-11-08 05:49:33
319;SWF-20251110-0319;Hendra Wijaya;Jl. Kenanga No. 38;Jakarta Timur;Tangerang;3.733333;29866.666667;terkirim;4;1;5;2025-11-10 09:16:35
320;SWF-20251110-0320;Siti Rahma;Jl. Diponegoro No. 124;Karawang;Jakarta Barat;25.200000;529000.000000;terkirim;2;2;4;2025-11-10 18:24:21
321;SWF-20251111-0321;Maya Kartika;Jl. Gatot Subroto No. 29;Surabaya;Tangerang;32.256000;745120.000000;terkirim;2;3;5;2025-11-11 03:45:15
322;SWF-20251111-0322;Yanto Sukarno;Jl. Flamboyan No. 38;Bogor;Jakarta Pusat;12.967500;284350.000000;terkirim;2;2;6;2025-11-11 04:25:47
323;SWF-20251111-0323;Dian Sasmita;Jl. Diponegoro No. 74;Jakarta Pusat;Tangerang;13.132000;130056.000000;terkirim;4;2;4;2025-11-11 09:25:04
324;SWF-20251111-0324;Roni Wijaya;Jl. Mangga Dua No. 141;Bogor;Surabaya;3.248000;32480.000000;terkirim;1;1;5;2025-11-11 12:15:04
325;SWF-20251111-0325;Dian Sasmita;Jl. Mangga Dua No. 14;Bogor;Yogyakarta;1.947000;68145.000000;terkirim;3;1;6;2025-11-11 12:33:07
